date,importance,description
2015-08-11,H,Prelim Unit Labor Costs q/q
2015-08-11,M,Prelim Nonfarm Productivity q/q
2015-08-11,L,Final Wholesale Inventories m/m
2015-08-12,M,FOMC Member Dudley Speaks
2015-08-12,M,JOLTS Job Openings
2015-08-12,M,Crude Oil Inventories
2015-08-12,L,10-y Bond Auction
2015-08-12,L,Federal Budget Balance
2015-08-13,H,Core Retail Sales m/m
2015-08-13,H,Retail Sales m/m
2015-08-13,H,Unemployment Claims
2015-08-13,M,Import Prices m/m
2015-08-13,M,Mortgage Delinquencies
2015-08-13,L,Business Inventories m/m
2015-08-13,L,Natural Gas Storage
2015-08-13,L,30-y Bond Auction
2015-08-14,H,PPI m/m
2015-08-14,M,Core PPI m/m
2015-08-14,M,Capacity Utilization Rate
2015-08-14,M,Industrial Production m/m
2015-08-14,H,Prelim UoM Consumer Sentiment
2015-08-14,L,Prelim UoM Inflation Expectations
2015-08-17,M,Empire State Manufacturing Index
2015-08-17,L,NAHB Housing Market Index
2015-08-17,L,TIC Long-Term Purchases
2015-08-18,H,Building Permits
2015-08-18,M,Housing Starts
2015-08-19,H,Core CPI m/m
2015-08-19,H,CPI m/m
2015-08-19,H,CPI y/y
2015-08-19,M,Crude Oil Inventories
2015-08-19,H,FOMC Meeting Minutes
2015-08-20,M,FOMC Member Williams Speaks
2015-08-20,H,Unemployment Claims
2015-08-20,H,Existing Home Sales
2015-08-20,H,Philly Fed Manufacturing Index
2015-08-20,L,CB Leading Index m/m
2015-08-20,L,Natural Gas Storage
2015-08-21,M,Flash Manufacturing PMI
2015-08-24,M,FOMC Member Lockhart Speaks
2015-08-25,L,HPI m/m
2015-08-25,L,S&P/CS Composite-20 HPI y/y
2015-08-25,L,Flash Services PMI
2015-08-25,L,Richmond Manufacturing Index
2015-08-25,H,CB Consumer Confidence
2015-08-25,M,New Home Sales
2015-08-26,H,Core Durable Goods Orders m/m
2015-08-26,M,Durable Goods Orders m/m
2015-08-26,H,FOMC Member Dudley Speaks
2015-08-26,M,Crude Oil Inventories
2015-08-27,H,Prelim GDP q/q
2015-08-27,H,Unemployment Claims
2015-08-27,L,Prelim GDP Price Index q/q
2015-08-27,M,Pending Home Sales m/m
2015-08-27,L,Natural Gas Storage
2015-08-28,H,Goods Trade Balance
2015-08-28,M,Core PCE Price Index m/m
2015-08-28,M,Personal Spending m/m
2015-08-28,L,Personal Income m/m
2015-08-28,M,Revised UoM Consumer Sentiment
2015-08-28,L,Revised UoM Inflation Expectations
2015-08-28,M,FOMC Member Lockhart Speaks
2015-08-29,H,FOMC Member Fischer Speaks
2015-08-31,M,Chicago PMI
2015-09-01,L,Final Manufacturing PMI
2015-09-01,H,ISM Manufacturing PMI
2015-09-01,L,Construction Spending m/m
2015-09-01,L,ISM Manufacturing Prices
2015-09-01,L,RCM/TIPP Economic Optimism
2015-09-01,L,Total Vehicle Sales
2015-09-02,H,ADP Non-Farm Employment Change
2015-09-02,M,Revised Nonfarm Productivity q/q
2015-09-02,L,Revised Unit Labor Costs q/q
2015-09-02,M,Factory Orders m/m
2015-09-02,M,Crude Oil Inventories
2015-09-02,L,Beige Book
2015-09-03,L,Challenger Job Cuts y/y
2015-09-03,H,Trade Balance
2015-09-03,H,Unemployment Claims
2015-09-03,L,Final Services PMI
2015-09-03,H,ISM Services PMI
2015-09-03,L,Natural Gas Storage
2015-09-04,H,FOMC Member Lacker Speaks
2015-09-04,H,Average Hourly Earnings m/m
2015-09-04,H,Non-Farm Employment Change
2015-09-04,H,Unemployment Rate
2015-09-07,N,Bank Holiday
2015-09-08,L,NFIB Small Business Index
2015-09-08,L,Labor Market Conditions Index m/m
2015-09-08,L,Consumer Credit m/m
2015-09-09,M,JOLTS Job Openings
2015-09-09,L,10-y Bond Auction
2015-09-10,H,Unemployment Claims
2015-09-10,M,Import Prices m/m
2015-09-10,L,Final Wholesale Inventories m/m
2015-09-10,L,Natural Gas Storage
2015-09-10,M,Crude Oil Inventories
2015-09-10,L,30-y Bond Auction
2015-09-11,H,PPI m/m
2015-09-11,M,Core PPI m/m
2015-09-11,H,Prelim UoM Consumer Sentiment
2015-09-11,L,Prelim UoM Inflation Expectations
2015-09-11,L,Federal Budget Balance
2015-09-15,H,Core Retail Sales m/m
2015-09-15,H,Retail Sales m/m
2015-09-15,M,Empire State Manufacturing Index
2015-09-15,M,Capacity Utilization Rate
2015-09-15,M,Industrial Production m/m
2015-09-15,L,Business Inventories m/m
2015-09-16,H,Core CPI m/m
2015-09-16,H,CPI m/m
2015-09-16,H,CPI y/y
2015-09-16,L,NAHB Housing Market Index
2015-09-16,M,Crude Oil Inventories
2015-09-16,L,TIC Long-Term Purchases
2015-09-17,H,Building Permits
2015-09-17,H,Unemployment Claims
2015-09-17,M,Current Account
2015-09-17,M,Housing Starts
2015-09-17,H,Philly Fed Manufacturing Index
2015-09-17,L,Natural Gas Storage
2015-09-17,H,Federal Funds Rate
2015-09-17,H,FOMC Economic Projections
2015-09-17,H,FOMC Statement
2015-09-17,H,FOMC Press Conference
2015-09-18,L,CB Leading Index m/m
2015-09-19,M,FOMC Member Williams Speaks
2015-09-21,M,Existing Home Sales
2015-09-21,M,FOMC Member Lockhart Speaks
2015-09-22,L,HPI m/m
2015-09-22,L,Richmond Manufacturing Index
2015-09-22,M,FOMC Member Lockhart Speaks
2015-09-23,L,Flash Manufacturing PMI
2015-09-23,M,Crude Oil Inventories
2015-09-23,M,FOMC Member Lockhart Speaks
2015-09-24,H,Core Durable Goods Orders m/m
2015-09-24,H,Unemployment Claims
2015-09-24,M,Durable Goods Orders m/m
2015-09-24,M,New Home Sales
2015-09-24,L,Natural Gas Storage
2015-09-24,H,Fed Chair Yellen Speaks
2015-09-25,H,Final GDP q/q
2015-09-25,L,Final GDP Price Index q/q
2015-09-25,L,Flash Services PMI
2015-09-25,M,Revised UoM Consumer Sentiment
2015-09-25,L,Revised UoM Inflation Expectations
2015-09-28,M,FOMC Member Tarullo Speaks
2015-09-28,H,FOMC Member Dudley Speaks
2015-09-28,M,Core PCE Price Index m/m
2015-09-28,M,Personal Spending m/m
2015-09-28,L,Personal Income m/m
2015-09-28,M,Pending Home Sales m/m
2015-09-28,M,FOMC Member Evans Speaks
2015-09-28,M,FOMC Member Williams Speaks
2015-09-29,M,Goods Trade Balance
2015-09-29,L,S&P/CS Composite-20 HPI y/y
2015-09-29,H,CB Consumer Confidence
2015-09-30,M,FOMC Member Dudley Speaks
2015-09-30,H,ADP Non-Farm Employment Change
2015-09-30,M,Chicago PMI
2015-09-30,M,Crude Oil Inventories
2015-09-30,H,Fed Chair Yellen Speaks
2015-09-30,M,FOMC Member Brainard Speaks
2015-10-01,L,Challenger Job Cuts y/y
2015-10-01,H,Unemployment Claims
2015-10-01,L,Final Manufacturing PMI
2015-10-01,H,ISM Manufacturing PMI
2015-10-01,L,Construction Spending m/m
2015-10-01,L,ISM Manufacturing Prices
2015-10-01,L,Natural Gas Storage
2015-10-01,L,Total Vehicle Sales
2015-10-01,M,FOMC Member Williams Speaks
2015-10-02,H,Average Hourly Earnings m/m
2015-10-02,H,Non-Farm Employment Change
2015-10-02,H,Unemployment Rate
2015-10-02,M,Factory Orders m/m
2015-10-02,M,FOMC Member Fischer Speaks
2015-10-03,M,FOMC Member Dudley Speaks
2015-10-05,L,Final Services PMI
2015-10-05,H,ISM Services PMI
2015-10-05,L,Labor Market Conditions Index m/m
2015-10-06,H,Trade Balance
2015-10-06,L,RCM/TIPP Economic Optimism
2015-10-06,M,FOMC Member Williams Speaks
2015-10-07,M,Crude Oil Inventories
2015-10-07,L,10-y Bond Auction
2015-10-07,L,Consumer Credit m/m
2015-10-08,H,Unemployment Claims
2015-10-08,L,Natural Gas Storage
2015-10-08,L,30-y Bond Auction
2015-10-08,H,FOMC Meeting Minutes
2015-10-08,M,FOMC Member Williams Speaks
2015-10-09,M,Import Prices m/m
2015-10-09,M,FOMC Member Lockhart Speaks
2015-10-09,L,Final Wholesale Inventories m/m
2015-10-09,M,FOMC Member Evans Speaks
2015-10-12,N,Bank Holiday
2015-10-12,M,FOMC Member Lockhart Speaks
2015-10-12,M,FOMC Member Evans Speaks
2015-10-12,M,FOMC Member Brainard Speaks
2015-10-13,L,NFIB Small Business Index
2015-10-14,H,Core Retail Sales m/m
2015-10-14,H,PPI m/m
2015-10-14,H,Retail Sales m/m
2015-10-14,M,Core PPI m/m
2015-10-14,L,Business Inventories m/m
2015-10-14,L,Beige Book
2015-10-15,H,Core CPI m/m
2015-10-15,H,CPI m/m
2015-10-15,H,CPI y/y
2015-10-15,H,Unemployment Claims
2015-10-15,M,Empire State Manufacturing Index
2015-10-15,H,Philly Fed Manufacturing Index
2015-10-15,M,FOMC Member Dudley Speaks
2015-10-15,L,Natural Gas Storage
2015-10-15,M,Crude Oil Inventories
2015-10-15,L,Federal Budget Balance
2015-10-16,M,Capacity Utilization Rate
2015-10-16,M,Industrial Production m/m
2015-10-16,H,Prelim UoM Consumer Sentiment
2015-10-16,M,JOLTS Job Openings
2015-10-16,L,Prelim UoM Inflation Expectations
2015-10-16,L,TIC Long-Term Purchases
2015-10-19,M,FOMC Member Brainard Speaks
2015-10-19,L,NAHB Housing Market Index
2015-10-19,M,Treasury Currency Report
2015-10-20,H,Building Permits
2015-10-20,M,Housing Starts
2015-10-20,M,FOMC Member Dudley Speaks
2015-10-20,M,FOMC Member Powell Speaks
2015-10-20,M,Fed Chair Yellen Speaks
2015-10-21,M,Crude Oil Inventories
2015-10-21,M,FOMC Member Powell Speaks
2015-10-22,H,Unemployment Claims
2015-10-22,L,HPI m/m
2015-10-22,M,Existing Home Sales
2015-10-22,L,CB Leading Index m/m
2015-10-22,L,Natural Gas Storage
2015-10-23,L,Flash Manufacturing PMI
2015-10-26,M,New Home Sales
2015-10-27,H,Core Durable Goods Orders m/m
2015-10-27,M,Durable Goods Orders m/m
2015-10-27,L,S&P/CS Composite-20 HPI y/y
2015-10-27,L,Flash Services PMI
2015-10-27,L,Richmond Manufacturing Index
2015-10-27,H,CB Consumer Confidence
2015-10-28,M,Goods Trade Balance
2015-10-28,M,Crude Oil Inventories
2015-10-28,H,Federal Funds Rate
2015-10-28,H,FOMC Statement
2015-10-29,H,Advance GDP q/q
2015-10-29,H,Unemployment Claims
2015-10-29,M,Advance GDP Price Index q/q
2015-10-29,M,FOMC Member Lockhart Speaks
2015-10-29,M,Pending Home Sales m/m
2015-10-29,L,Natural Gas Storage
2015-10-30,H,Employment Cost Index q/q
2015-10-30,M,Core PCE Price Index m/m
2015-10-30,M,Personal Spending m/m
2015-10-30,L,Personal Income m/m
2015-10-30,M,Chicago PMI
2015-10-30,M,FOMC Member Williams Speaks
2015-10-30,M,Revised UoM Consumer Sentiment
2015-10-30,L,Revised UoM Inflation Expectations
2015-11-01,N,Daylight Saving Time Shift
2015-11-02,L,Final Manufacturing PMI
2015-11-02,H,ISM Manufacturing PMI
2015-11-02,L,Construction Spending m/m
2015-11-02,L,ISM Manufacturing Prices
2015-11-02,M,FOMC Member Williams Speaks
2015-11-02,L,Loan Officer Survey
2015-11-03,M,Factory Orders m/m
2015-11-03,L,RCM/TIPP Economic Optimism
2015-11-03,L,Total Vehicle Sales
2015-11-04,M,FOMC Member Brainard Speaks
2015-11-04,H,ADP Non-Farm Employment Change
2015-11-04,H,Trade Balance
2015-11-04,L,Final Services PMI
2015-11-04,H,Fed Chair Yellen Testifies
2015-11-04,H,ISM Services PMI
2015-11-04,M,Crude Oil Inventories
2015-11-04,M,FOMC Member Dudley Speaks
2015-11-04,M,FOMC Member Fischer Speaks
2015-11-05,L,Challenger Job Cuts y/y
2015-11-05,H,Unemployment Claims
2015-11-05,M,FOMC Member Dudley Speaks
2015-11-05,M,Prelim Nonfarm Productivity q/q
2015-11-05,M,Prelim Unit Labor Costs q/q
2015-11-05,M,FOMC Member Fischer Speaks
2015-11-05,L,Natural Gas Storage
2015-11-05,L,FOMC Member Tarullo Speaks
2015-11-05,M,FOMC Member Lockhart Speaks
2015-11-05,M,FOMC Member Dudley Speaks
2015-11-05,L,FOMC Member Evans Speaks
2015-11-06,H,Average Hourly Earnings m/m
2015-11-06,H,Non-Farm Employment Change
2015-11-06,H,Unemployment Rate
2015-11-06,L,Consumer Credit m/m
2015-11-06,M,FOMC Member Brainard Speaks
2015-11-07,M,FOMC Member Williams Speaks
2015-11-09,L,Labor Market Conditions Index m/m
2015-11-10,L,NFIB Small Business Index
2015-11-10,M,Import Prices m/m
2015-11-10,L,Final Wholesale Inventories m/m
2015-11-10,L,10-y Bond Auction
2015-11-10,M,FOMC Member Evans Speaks
2015-11-11,N,Bank Holiday
2015-11-12,H,Unemployment Claims
2015-11-12,H,Fed Chair Yellen Speaks
2015-11-12,M,JOLTS Job Openings
2015-11-12,M,FOMC Member Evans Speaks
2015-11-12,M,Crude Oil Inventories
2015-11-12,M,FOMC Member Dudley Speaks
2015-11-12,L,30-y Bond Auction
2015-11-12,L,Federal Budget Balance
2015-11-12,M,FOMC Member Fischer Speaks
2015-11-13,H,Core Retail Sales m/m
2015-11-13,H,PPI m/m
2015-11-13,H,Retail Sales m/m
2015-11-13,M,Core PPI m/m
2015-11-13,H,Prelim UoM Consumer Sentiment
2015-11-13,L,Business Inventories m/m
2015-11-13,L,Prelim UoM Inflation Expectations
2015-11-13,L,Natural Gas Storage
2015-11-16,M,Empire State Manufacturing Index
2015-11-17,H,Core CPI m/m
2015-11-17,H,CPI m/m
2015-11-17,H,CPI y/y
2015-11-17,M,Capacity Utilization Rate
2015-11-17,M,Industrial Production m/m
2015-11-17,M,Mortgage Delinquencies
2015-11-17,L,NAHB Housing Market Index
2015-11-17,L,FOMC Member Tarullo Speaks
2015-11-17,L,TIC Long-Term Purchases
2015-11-18,M,FOMC Member Dudley Speaks
2015-11-18,H,Building Permits
2015-11-18,M,Housing Starts
2015-11-18,M,Crude Oil Inventories
2015-11-18,H,FOMC Meeting Minutes
2015-11-19,H,Philly Fed Manufacturing Index
2015-11-19,H,Unemployment Claims
2015-11-19,L,CB Leading Index m/m
2015-11-19,L,Natural Gas Storage
2015-11-19,M,FOMC Member Lockhart Speaks
2015-11-19,M,FOMC Member Fischer Speaks
2015-11-20,M,FOMC Member Dudley Speaks
2015-11-21,M,FOMC Member Williams Speaks
2015-11-23,L,Flash Manufacturing PMI
2015-11-23,M,Existing Home Sales
2015-11-24,H,Prelim GDP q/q
2015-11-24,M,Goods Trade Balance
2015-11-24,L,Prelim GDP Price Index q/q
2015-11-24,L,S&P/CS Composite-20 HPI y/y
2015-11-24,L,Richmond Manufacturing Index
2015-11-24,H,CB Consumer Confidence
2015-11-25,H,Core Durable Goods Orders m/m
2015-11-25,H,Unemployment Claims
2015-11-25,M,Core PCE Price Index m/m
2015-11-25,M,Durable Goods Orders m/m
2015-11-25,M,Personal Spending m/m
2015-11-25,L,Personal Income m/m
2015-11-25,L,HPI m/m
2015-11-25,L,Flash Services PMI
2015-11-25,M,New Home Sales
2015-11-25,M,Revised UoM Consumer Sentiment
2015-11-25,L,Revised UoM Inflation Expectations
2015-11-25,M,Crude Oil Inventories
2015-11-25,L,Natural Gas Storage
2015-11-26,N,Bank Holiday
2015-11-30,M,Chicago PMI
2015-11-30,M,Pending Home Sales m/m
2015-12-01,L,Final Manufacturing PMI
2015-12-01,H,ISM Manufacturing PMI
2015-12-01,L,Construction Spending m/m
2015-12-01,L,ISM Manufacturing Prices
2015-12-01,L,Total Vehicle Sales
2015-12-01,M,FOMC Member Evans Speaks
2015-12-01,M,FOMC Member Brainard Speaks
2015-12-02,M,FOMC Member Lockhart Speaks
2015-12-02,H,ADP Non-Farm Employment Change
2015-12-02,M,Fed Chair Yellen Speaks
2015-12-02,M,Revised Nonfarm Productivity q/q
2015-12-02,L,Revised Unit Labor Costs q/q
2015-12-02,L,FOMC Member Tarullo Speaks
2015-12-02,M,Crude Oil Inventories
2015-12-02,H,Fed Chair Yellen Speaks
2015-12-02,L,Beige Book
2015-12-02,M,FOMC Member Williams Speaks
2015-12-03,L,Challenger Job Cuts y/y
2015-12-03,H,Unemployment Claims
2015-12-03,L,Final Services PMI
2015-12-03,H,Fed Chair Yellen Testifies
2015-12-03,H,ISM Services PMI
2015-12-03,M,Factory Orders m/m
2015-12-03,L,Natural Gas Storage
2015-12-03,M,FOMC Member Fischer Speaks
2015-12-04,H,Average Hourly Earnings m/m
2015-12-04,H,Non-Farm Employment Change
2015-12-04,H,Unemployment Rate
2015-12-04,M,Trade Balance
2015-12-07,L,Labor Market Conditions Index m/m
2015-12-07,L,Consumer Credit m/m
2015-12-08,L,NFIB Small Business Index
2015-12-08,L,RCM/TIPP Economic Optimism
2015-12-08,M,JOLTS Job Openings
2015-12-09,L,Final Wholesale Inventories m/m
2015-12-09,M,Crude Oil Inventories
2015-12-09,L,10-y Bond Auction
2015-12-10,H,Unemployment Claims
2015-12-10,M,Import Prices m/m
2015-12-10,L,Natural Gas Storage
2015-12-10,L,30-y Bond Auction
2015-12-10,L,Federal Budget Balance
2015-12-11,H,Core Retail Sales m/m
2015-12-11,H,PPI m/m
2015-12-11,H,Retail Sales m/m
2015-12-11,M,Core PPI m/m
2015-12-11,H,Prelim UoM Consumer Sentiment
2015-12-11,L,Business Inventories m/m
2015-12-11,L,Prelim UoM Inflation Expectations
2015-12-15,H,Core CPI m/m
2015-12-15,H,CPI m/m
2015-12-15,H,CPI y/y
2015-12-15,M,Empire State Manufacturing Index
2015-12-15,L,NAHB Housing Market Index
2015-12-15,L,TIC Long-Term Purchases
2015-12-16,H,Building Permits
2015-12-16,M,Housing Starts
2015-12-16,M,Capacity Utilization Rate
2015-12-16,M,Industrial Production m/m
2015-12-16,L,Flash Manufacturing PMI
2015-12-16,M,Crude Oil Inventories
2015-12-16,H,Federal Funds Rate
2015-12-16,H,FOMC Economic Projections
2015-12-16,H,FOMC Statement
2015-12-16,H,FOMC Press Conference
2015-12-17,H,Philly Fed Manufacturing Index
2015-12-17,H,Unemployment Claims
2015-12-17,M,Current Account
2015-12-17,L,CB Leading Index m/m
2015-12-17,L,Natural Gas Storage
2015-12-18,L,Flash Services PMI
2015-12-18,M,FOMC Member Lacker Speaks
2015-12-22,H,Final GDP q/q
2015-12-22,L,Final GDP Price Index q/q
2015-12-22,L,HPI m/m
2015-12-22,M,Existing Home Sales
2015-12-22,L,Richmond Manufacturing Index
2015-12-22,M,Personal Spending m/m
2015-12-23,H,Core Durable Goods Orders m/m
2015-12-23,M,Core PCE Price Index m/m
2015-12-23,M,Durable Goods Orders m/m
2015-12-23,L,Personal Income m/m
2015-12-23,M,New Home Sales
2015-12-23,M,Revised UoM Consumer Sentiment
2015-12-23,L,Revised UoM Inflation Expectations
2015-12-23,M,Crude Oil Inventories
2015-12-24,H,Unemployment Claims
2015-12-24,L,Natural Gas Storage
2015-12-25,N,Bank Holiday
2015-12-29,M,Goods Trade Balance
2015-12-29,L,S&P/CS Composite-20 HPI y/y
2015-12-29,H,CB Consumer Confidence
2015-12-30,M,Pending Home Sales m/m
2015-12-30,M,Crude Oil Inventories
2015-12-31,H,Unemployment Claims
2015-12-31,M,Chicago PMI
2015-12-31,L,Natural Gas Storage
2016-01-01,N,Bank Holiday
2016-01-03,M,FOMC Member Fischer Speaks
2016-01-03,M,FOMC Member Mester Speaks
2016-01-04,L,Final Manufacturing PMI
2016-01-04,H,ISM Manufacturing PMI
2016-01-04,L,Construction Spending m/m
2016-01-04,L,ISM Manufacturing Prices
2016-01-05,L,Wards Total Vehicle Sales
2016-01-05,L,Total Vehicle Sales
2016-01-06,H,ADP Non-Farm Employment Change
2016-01-06,H,Trade Balance
2016-01-06,L,Final Services PMI
2016-01-06,H,ISM Services PMI
2016-01-06,M,Factory Orders m/m
2016-01-06,M,Crude Oil Inventories
2016-01-06,H,FOMC Meeting Minutes
2016-01-07,L,Challenger Job Cuts y/y
2016-01-07,H,Unemployment Claims
2016-01-07,L,Natural Gas Storage
2016-01-08,H,Average Hourly Earnings m/m
2016-01-08,H,Non-Farm Employment Change
2016-01-08,H,Unemployment Rate
2016-01-08,L,Final Wholesale Inventories m/m
2016-01-08,L,Consumer Credit m/m
2016-01-11,L,Labor Market Conditions Index m/m
2016-01-12,M,FOMC Member Fischer Speaks
2016-01-12,L,NFIB Small Business Index
2016-01-12,M,JOLTS Job Openings
2016-01-12,L,RCM/TIPP Economic Optimism
2016-01-12,L,President Obama Speaks
2016-01-13,H,Crude Oil Inventories
2016-01-13,L,10-y Bond Auction
2016-01-13,L,Beige Book
2016-01-13,L,Federal Budget Balance
2016-01-14,H,Unemployment Claims
2016-01-14,M,Import Prices m/m
2016-01-14,M,FOMC Member Bullard Speaks
2016-01-14,L,Natural Gas Storage
2016-01-14,L,30-y Bond Auction
2016-01-15,H,Core Retail Sales m/m
2016-01-15,H,PPI m/m
2016-01-15,H,Retail Sales m/m
2016-01-15,M,Core PPI m/m
2016-01-15,M,Empire State Manufacturing Index
2016-01-15,M,FOMC Member Dudley Speaks
2016-01-15,M,Capacity Utilization Rate
2016-01-15,M,Industrial Production m/m
2016-01-15,H,Prelim UoM Consumer Sentiment
2016-01-15,L,Business Inventories m/m
2016-01-15,L,Prelim UoM Inflation Expectations
2016-01-18,N,Bank Holiday
2016-01-19,L,NAHB Housing Market Index
2016-01-19,L,TIC Long-Term Purchases
2016-01-20,H,Building Permits
2016-01-20,H,Core CPI m/m
2016-01-20,H,CPI m/m
2016-01-20,H,CPI y/y
2016-01-20,M,Housing Starts
2016-01-21,H,Philly Fed Manufacturing Index
2016-01-21,H,Unemployment Claims
2016-01-21,L,Natural Gas Storage
2016-01-21,H,Crude Oil Inventories
2016-01-22,L,Flash Manufacturing PMI
2016-01-22,M,Existing Home Sales
2016-01-22,L,CB Leading Index m/m
2016-01-26,L,HPI m/m
2016-01-26,L,S&P/CS Composite-20 HPI y/y
2016-01-26,L,Flash Services PMI
2016-01-26,H,CB Consumer Confidence
2016-01-26,L,Richmond Manufacturing Index
2016-01-27,M,New Home Sales
2016-01-27,H,Crude Oil Inventories
2016-01-27,H,Federal Funds Rate
2016-01-27,H,FOMC Statement
2016-01-28,H,Core Durable Goods Orders m/m
2016-01-28,H,Unemployment Claims
2016-01-28,M,Durable Goods Orders m/m
2016-01-28,M,Pending Home Sales m/m
2016-01-28,L,Natural Gas Storage
2016-01-29,H,Advance GDP q/q
2016-01-29,M,Advance GDP Price Index q/q
2016-01-29,M,Employment Cost Index q/q
2016-01-29,M,Goods Trade Balance
2016-01-29,M,Chicago PMI
2016-01-29,M,Revised UoM Consumer Sentiment
2016-01-29,L,Revised UoM Inflation Expectations
